,title,lyrics
0,Drum$tick,"[Intro]
Ayy, skrr, skrr, ayy, ba, ba
Pull up with a drumstick, ayy, what, what, what

[Hook]
I pull up with a drumstick, ayy
I pull up with a drumstick, ayy
I pull up with a drumstick, ayy
I pull up with a drumstick, ayy
I'm gon' be dumb rich, ayy
I'm gon' be dumb rich, ayy
I'm gon' be dumb rich, ayy
I'm gon' be dumb rich, ayy

[Verse 1]
I pull up with a drumstick, ayy
I pull up with a dumb bitch, ayy
I'm gon' be dumb rich, ayy
'Cause I hit dumb licks (dumb licks), ayy
I pull up to the trap spot, ayy
You know I weigh crack rock, ayy
You know I got a big rock, ayy
I live in trap spot, ayy

[Hook]
I pull up with a drumstick, ayy
I pull up with a drumstick, ayy
I pull up with a drumstick, ayy
I pull up with a drumstick, ayy
I'm gon' be dumb rich, ayy
I'm gon' be dumb rich, ayy
I'm gon' be dumb rich, ayy
I'm gon' be dumb rich, ayy

[Verse 2]
Boy I need a gatpack, ayy
I feel like Pac-Man, ayy
Boy I need a gatpack, ayy
Boy I sell big crack, ayy
Boy I sell dumb packs, ayy
Boy I got dumb racks
Boy I sell dumb packs
Boy I got dumb racks

[Hook]
I pull up with a drumstick, ayy
I pull up with a drumstick, ayy
I pull up with a drumstick, ayy
I pull up with a drumstick, ayy
I'm gon' be dumb rich, ayy
I'm gon' be dumb rich, ayy
I'm gon' be dumb rich, ayy
I'm gon' be dumb rich, ayy"
0,Elementary,"[Intro]
Lil Pump jugging, bih, been jugging since a baby (since a baby, prr)
I fuck Haitian bitches and I fuck them Chinese ladies (I do)
I don't fuck your OG 'cause that bitch do got rabies (heh)
I hope I fucked a bitch but I ain't gon' have a baby (nah)

[Chorus]
I been selling bricks since elementary (elementary)
I been hitting licks since elementary (elementary)
Bitch, I'm Lil Pump, trapper of the century (uh, esskeetit)
Bitch, I'm Lil Pump, trapper of the century (ay, ooh)
Elementary (1st grade)
Elementary (2nd grade)
Elementary (3rd grade)
Elementary (4th grade)
Elementary (5th grade)
Elementary (1st grade)
Elementary (3rd grade)
Elementary (3rd grade)
I been serving bricks since like the 1st grade
I been counting bands, balling like I'm D. Wade (prr)

[Verse]
Lil Pump jugging, bih, been jugging since a baby (since a baby, prr)
I fuck Haitian bitches and I fuck them Chinese ladies (I do)
I don't fuck your OG 'cause that bitch do got rabies (heh)
I hope I fucked a bitch but I ain't gon' have a baby (nah)
Bitch I'm Lil Pump, pull up with a fuckin' shotty (prrr)
Everywhere I go, bitch, I gotta have my thotty (my thotty, skrrr)
I pull to the cut strapped up like a fucking army (esskeetit)
Like my nigga Darko, bitch, I always keep it on me (ooh)"
0,ESSKEETIT,"[Intro]
CB on the beat
Only wear designer, esskeetit
Ooh, Lil Pump
Yeah, yeah, ooh, brrt
Wow, ooh, wow (Yeah)
Yeah, ooh (Ooh)

[Chorus]
Only wear designer, esskeetit (Ooh)
Hoppin' out the Wraith, esskeetit (Esskeetit)
Smashin' on your bitch, esskeetit (Ooh)
Runnin' up a check with no limit (Chyeah)
Poppin' on X, poppin' on X (Brrt), poppin' on X, pills (Chyeah, X)
Got a new car, got a new bitch (Ooh, chyeah)
And I got a new deal (Ooh)
Only wear designer, esskeetit (Esskeetit)
Hoppin' out the Wraith, esskeetit (Ooh)
Smashin' on your bitch, esskeetit (Esskeetit)
Runnin' up a check with no limit (Ooh)
Poppin' on X, poppin' on X, poppin' on X, pills (Poppin' on X)
Got a new car, got a new bitch (Chyeah)
And I got a new deal (Yuh)

[Verse 1]
Pull up to the crib like, ""What up, bitch?"" (Ooh)
Got a penthouse sittin' on my wrist (Brrt)
And my grandma sippin' on Actavis (Act')
Got a lot of ice, and I'm cold as shit
And these bitches love to talk a lot (Ooh)
Pull out the Porsche out the car garage (Brrt)
And I ain't never had a job (Nah)
I'm high as fuck, took a trip to Mars (Goddamn)
Ice on ice on ice (Ice)
Took a private jet to Dubai (Ooh)
Bitch, you better buy your own flight
Bust down smack with no light (Yeah)
And she show titties on Skype, yeah (Ooh)
Smoke quarter pound to the face, esskeetit
Everything that you done did, I done did it
Pockets on swole like it's 24 Fitness (Chyeah)
800 bands just layin' in the kitchen (Goddamn)

[Chorus]
Only wear designer, esskeetit (Ooh)
Hoppin' out the Wraith, esskeetit (Brrt, esskeetit)
Smashin' on your bitch, esskeetit (Chyeah, ooh)
Runnin' up a check with no limit (Chyeah)
Poppin' on X, poppin' on X (Brrt), poppin' on X, pills (Chyeah, X)
Got a new car, got a new bitch (Ooh, chyeah)
And I got a new deal (Ooh)
Only wear designer, esskeetit (Esskeetit)
Hoppin' out the Wraith, esskeetit (Ooh)
Smashin' on your bitch, esskeetit (Esskeetit)
Runnin' up a check with no limit (Ooh)
Poppin' on X, poppin' on X, poppin' on X, pills (Poppin' on X)
Got a new car, got a new bitch
And I got a new deal (Brrt, yuh)

[Verse 2]
Pinkie ring froze (Pinky ring), pinkie ring froze
Pinkie ring covered in gold (Ooh)
Too much diamonds on my neck, think I might choke (Chyeah)
Had a threesome with your bitch with my eyes closed (Damn)
Tell my side ho bring it through the back door (Brrt)
Oh, I got 80,000 in my envelope (Ooh)
I just got a ""Gucci Gang"" medal though (Chyeah)
Damn, I got some homies that went federal (Ooh)
Look at my two-tone Patek (Wow)
I smash a ho then forget
I got a fridge on my neck (Yeah)
I'm smokin' gas on a jet (Huh?)
Ooh, I just love to flex (Brrt, chyeah)
Blew out two million at Tootsie's (Ooh)
I made your auntie a groupie (Yeah)
And you know my life a movie (Huh? Ooh)
I got sticks like Call of Duty (Ooh, yeah)

[Chorus]
Only wear designer, esskeetit (Ooh)
Hoppin' out the Wraith, esskeetit (Brrt, esskeetit)
Smashin' on your bitch, esskeetit (Chyeah, ooh)
Runnin' up a check with no limit (Chyeah)
Poppin' on X, poppin' on X (Brrt), poppin' on X, pills (Chyeah, X)
Got a new car, got a new bitch (Ooh, chyeah)
And I got a new deal (Brrt, ooh)
Only wear designer, esskeetit (Esskeetit)
Hoppin' out the Wraith, esskeetit (Ooh)
Smashin' on your bitch, esskeetit (Esskeetit)
Runnin' up a check with no limit (Ooh)
Poppin' on X, poppin' on X, poppin' on X, pills (Poppin' on X)
Got a new car, got a new bitch
And I got a new deal (Brrt)

[Outro]
Ooh, only wear designer, esskeetit (Esskeetit)
Hoppin' out the Wraith, esskeetit (Ooh)
Smashin' on your bitch, esskeetit (Esskeetit)
Runnin' up a check with no limit (Ooh)
Poppin' on X, poppin' on X, poppin' on X, pills (Poppin' on X)
Got a new car, got a new bitch
And I got a new deal (Brrt)"
0,Fasho Fasho,"[Intro: Lil Pump]
CB on the beat
Ayy, um, you got some drank?
Shoo, shoo (Shoo, shoo)
Ooh, Lil Pump, yeah
Huh?
Fasho'

[Chorus: Lil Pump]
Call up them hoes fasho', fasho' (Fasho')
We serve a pack, fasho', fasho' (Fasho')
McLaren came with the butterfly doors (Doors)
I'm 17 and I just made the Forbes (Forbes)
Unlimited drip fasho' (Woo)
Wake up, I pour up a four (Chyeah, ooh, huh)
I gave your daughter some coke (Uh)
This is the way that it go (Chyeah, chyeah)
Call up them hoes fasho', fasho' (Fasho')
Straight bitches comin' fasho', fasho'
Don't pay for pussy, fasho', fasho'
No, I don't want her, she ugly and broke (Woo)
Unlimited drip fasho' (Wow)
Wake up, I pour up a four (Chyeah, ooh, brr)
I gave your daughter some coke (Brr, uh, huh?)
This is the way that it go (It go)

[Verse 1: Lil Pump]
Unlimited drip for life (Drip)
I got twenty bitches, I got twenty pints (Ooh, pints)
Send a bitch home on a bike (Woo)
Uh, she show her pussy on Skype (Chyeah, chyeah, chyeah)
APs on APs on APs (APs)
I nut in every bitch, I got like eight babies (Eight babies, ooh)
I left a bitch, I left a bitch (Who?)
Because she drive a Mercedes (Goddamn)
Wake up, then I go to the bank (Bank)
Stand on the table, I make it rain (Damn)
We with your wife, we just ran a train (Wife)
Pop so much Molly, I think I damaged my brain (Woo)
Sippin' on drank while I switch lanes (Switch lanes)
Iced out Rollie with a big face (Iced out)
Shawty wanna know how my dick taste (Woo)
Dick slap a bitch, it's a good day (Good day)

[Chorus: Lil Pump & Offset]
Call up them hoes fasho', fasho' (Fasho')
We serve a pack, fasho', fasho' (Fasho')
McLaren came with the butterfly doors (Doors)
I'm 17 and I just made the Forbes (Forbes)
Unlimited drip fasho' (Woo)
Wake up, I pour up a four (Chyeah, ooh, huh)
I gave your daughter some coke (Uh)
This is the way that it go (Chyeah, chyeah)
Call up them hoes fasho', fasho' (Fasho')
Straight bitches comin' fasho', fasho'
Don't pay for pussy fasho', fasho' (Fasho')
No, I don't want her, she ugly and broke (Nah)
Unlimited drip fasho' (Drip)
Wake up, I pour up a four (Chyeah, fasho')
I gave your daughter some coke (Uh, hey, hey)
This is the way that it go (It go, Offset)

[Verse 2: Offset]
Sippin' on mud, the diamonds crusted, luxury (Luxury)
Bust, my Audemar cuts me (Bust me)
You touch me, shoot out your gut, leak (Brr)
Baguettes, they wet, they slippery ('Guettes)
It's a gift in me, it's comin' weekly (Gift)
Walk around like a zombie kicked in to me (Uh)
Percy, the codeine, the Adam, Eve (What)
Yeah, fasho', on the low with your main ho (On the low)
For the show, yeah, we close to a M though (M)
She on Molly, and I fuck her on her tiptoes
Thot, thot, thot, thot, we don't kiss those (Thot, thot, thot)
Wrist watch, no watch, quarter milli', woah (Wrist watch)
Lamborghini truck, inside Crisco (Woo, woo, woo)
Hey, get her out the way, we don't miss hoes
Your bitch wanna hit me, she a nympho (She wanna fuck me)

[Chorus: Lil Pump]
Call up them hoes fasho', fasho' (Fasho')
We serve a pack, fasho', fasho' (Fasho')
McLaren came with the butterfly doors (Doors)
I'm 17 and I just made the Forbes (Forbes)
Unlimited drip fasho' (Woo)
Wake up, I pour up a four (Chyeah, ooh, huh)
I gave your daughter some coke (Uh)
This is the way that it go (Chyeah, chyeah)
Call up them hoes fasho', fasho' (Fasho')
Straight bitches comin' fasho', fasho'
Don't pay for pussy, fasho', fasho'
No, I don't want her, she ugly and broke (Woo)
Unlimited drip fasho' (Wow)
Wake up, I pour up a four (Chyeah, ooh, brr)
I gave your daughter some coke (Brr, uh, huh?)
This is the way that it go (It go)"
0,FIJI,"[Intro]
Fiji water
Ay, pass me the Percs
Ay, pass me the Xans
Ay, Lil Pump, you got Fiji
Where lean at, where lean at
Hell yeah, I got Fiji
Dumb ass bitch, fuck wrong witchu
Where the Fiji at

[Chorus]
I pour Fiji on her neck
I pour Fiji on her neck
I pour Fiji on her neck
I pour Fiji on her neck
Fiji (what)
Fiji (Fiji), Fiji (what)
Fiji (Fiji), Fiji (what)
Fiji (water)
Fiji (Fiji) Fiji (what)

[Verse]
I got Fiji on my neck, I got Gucci on my chest
And my grandma sippin' Tech
Off a Xan like Ron Artest
Slice your auntie in the neck
Lil Pump, disrespect
Run up on you with that 40
Grab your grandma by the neck
(Fiji, Gucci)

[Chorus]
I pour Fiji on her neck
I pour Fiji on her neck
I pour Fiji on her neck
I pour Fiji on her neck
Fiji (what)
Fiji (Fiji), Fiji (what)
Fiji (Fiji), Fiji (what)
Fiji (water)
Fiji (Fiji) Fiji (what)"
0,Finesse the Pack,"[Intro Lil Pump & Lil Filth]
Skrt skrt
Aye man, young nigga came from the trap, man (gang)
You already know how we comin' bro (gang, gang)
Gang, Gang, Gang (brau, brau)
Ay man you already know I run up on the plug, nigga
And take all that nigga's shit man (ay fuck that nigga man, fuck that nigga)
Finesse, that's how we coming
Fuck that nigga fuck that nigga you already know how we comin'!

[Chorus: Lil Pump]
Ay, I just finessed the pack, ay (skrt skrt)
Ay, I just finessed the pack (yeah yeah)
Ay, I just finessed the pack (ooh ooh)
Ay, I just finessed the pack (uh aye yeah yeah)
Bitch I just finessed the pack (ooh ooh ooh ooh)
Bitch you already know where I'm at (let's get it where im at yeah)
Bitch i'm posted in that trap (in that trap yeah yeahh)
Bitch you already know that I finessed the pack (esskeetit)

[Verse 1: Lil Pump & Lil Filth]
I've been flexing and finessing (and finessin)
Yeah 30's on me always Smith & Wesson (Smith & Wesson ay)
I just popped a Xanny and I thinks it's blessing (goddamn, goddamn)
God told me ""Lil Pump, yeah, you a blessing"" (oh my god)
Bitch gon top me, she gon suck me up
30 on me it's gon bust, bitch gon come and suck my nut  (esskeetit)
30 on me, know whats up (ooh)
Truey down to my socks (yeah)
Bitch you already know I got guap (ay, ay, ay)
30 on me and the mop (boom boom)

[Verse 2: Lil Filth]
Ay, yeah, yeah
Got them Xannys in my sock (it's in my sock)
Got yo bitch on my cock
And she gonna get that guap, ay yeah
And I'm pulling out that guap (skrt skrt)
And yo nigga gonna get popped, have him leaking need a mop, ay yeah
And I just finessed the pack (finesse that pack, ay yeah)
And I just finessed that pack (finessed that pack, yeah yeah)
And I just finessed that pack (ay yeah)
And I just finessed that pack (ooh damn)

[Chorus: Lil Pump]
Ay, I just finessed the pack, ay (skrt skrt)
Ay, I just finessed the pack (yeah yeah)
Ay, I just finessed the pack (ooh ooh)
Ay, I just finessed the pack (uh aye yeah yeah)
Bitch I just finessed the pack (ooh ooh ooh ooh)
Bitch you already know where I'm at (let's get it where im at yeah)
Bitch i'm posted in that trap (in that trap yeah yeahh)
Bitch you already know that I finessed the pack (esskeetit)"
0,Flex Like Ouu,"[Intro]
Ouu, ouu
Lil Pump
Ayy, ayy, ayy
Oh my God, Ronny

[Chorus]
Move them bricks to the bando like ouu
Move them bricks to the bando like ouu
Diamond on my wrist and it look like glue
Diamond on my wrist and it look like glue
Walk in the club and I flex like ouu
Walk in the club and I flex like ouu
Maison Margiela all over my shoe
Maison Margiela all over my shoe
Pull up swerving in a coupe
Pull up swerving in a coupe
Pull up swerving in a coupe
Pull up swerving in a coupe
Move them bricks to the bando like ouu
Diamond on my wrist and it look like glue
Walk in the club and I flex like ouu
Maison Margiela all over my shoe

[Verse]
Made a couple bands in the kitchen (Kitchen)
Made a couple bands water whippin' (Brrr)
Take a nigga bitch, go missing, ouu
Bitch, I ball like a piston, ouu
Bitch, I flex, Ric Flair, damn
All they do is stare, ouu
Lil Pump really don't care, no
Told a bih ""Lil Pump, yeah, ouu""
Everybody know I'm up next, yeah
Everybody know I flex, ouu
I run through these checks, ouu
I flex on my ex, ouu
Left four bands in the trap (Trap)
Left four bands in the trap (four)
Smokin' on loud pack, ouu
Smokin' on loud pack, ouu

[Chorus]
Move them bricks to the bando like, ouu
Move them bricks to the bando like, ouu
Diamond on my wrist and it look like glue
Diamond on my wrist and it look like glue
Walk in the club and I flex like ouu
Walk in the club and I flex like ouu
Maison Margiela all over my shoe
Maison Margiela all over my shoe
Pull up swerving in a coupe
Pull up swerving in a coupe
Pull up swerving in a coupe
Pull up swerving in a coupe
Move them bricks to the bando like, ouu
Diamond on my wrist and it look like glue
Walk in the club and I flex like, ouu
Maison Margiela all over my shoe"
0,Foreign,"[Intro]
Ooh, yeah, huh? (brr)
Ooh, Lil Pump, Lil Pump (brr)
Ooh (yeah!)

[Chorus]
I fuck foreign bitches, I ride foreign cars
I fuck foreign bitches, I ride foreign cars
Bitch, look at my wrist, all you see is stars
I fuck three bitches in one day, off a bar
I ride foreign cars, ooh, I ride foreign cars, ooh
I ride foreign cars, yeah, I ride foreign cars, ooh
Bitch, look at my wrist, all you see is stars
I fuck three bitches in one day, off a bar

[Verse]
Pull up to the strip, ooh, bust down on my wrist, yeah
What's yo' birthday wish? Huh, bitch, come suck my dick, ooh
I don't ask her questions, I'm the youngest flexin'
Lil Pump a blessin', I could teach you lessons
Pull up to a party, oou, and I'm off a molly, damn
I'ma prolly' fuck yo' daughter cause she hella thottie
Swervin' Maserati's, bitches in the lobby
Bitch, I'm choppin' up a brick like I know karate

[Chorus]
I fuck foreign bitches, I ride foreign cars
I fuck foreign bitches, I ride foreign cars
Bitch, look at my wrist, all you see is stars
I fuck three bitches in one day, off a bar
I ride foreign cars, ooh, I ride foreign cars, ooh
I ride foreign cars, yeah, I ride foreign cars, ooh
Bitch, look at my wrist, all you see is stars
I fuck three bitches in one day, off a bar"
0,Fuck J. Cole,"[Chorus]
Nigga, fuck J. Cole
Nigga, fuck J. Cole
Nigga, fuck J. Cole
Nigga, fuck J. Cole
Yeah, fuck J. Cole
Yeah, fuck J. Cole
Nigga, fuck J. Cole
Nigga, fuck J. Cole

[Bridge]
You is a bitch ass nigga
You is a ugly ass nigga
You is a bitch ass nigga
You is a ugly ass nigga

[Outro]
Ayy, man
Fuck that nigga, man
I ain't ever fucked with J. Cole
Fuck that pussy ass nigga"
0,Gang Shit,"[Intro: Lil Pump]
Ayy, ayy, ayy
Pow, pow
Tsu-tsu, pow (pow)
Lil Pump in the cut
Brr (brr)
Ayy

[Chorus: Lil Pump]
Gang shit, gang shit, gang shit (gang)
Gang shit, gang shit, gang shit (gang)
Gang shit, gang shit, gang shit (gang)
Gang shit, gang shit, gang shit
Gang shit, gang shit, gang shit (pew)
Gang shit, gang shit (pew)

[Verse 1: Lil Pump]
Lil Pump on that gang shit (yuh)
All I know is that gang shit (gang)
I went to school on that gang shit (gang)
I fucked your bitch on that gang shit, on that gang shit (gang)
Young nigga got hella bands (bands)
I go to school just to sell 'em Xans (Xans)
Yeah, I flex with hella bands (flex)
Bitch, you don't understand (nope)
I'm Lil Pump, I'm a trap star (trap)
Ride around in foreign cars (skrrt)
Ride around, flexin' hella hard (flexin')
No, bitch, I don't smoke cigars (nope)
Spent two bands on Percocet (Perc)
I hit my teacher with the fuckin' TEC (brrrah)
Lil Pump, I do it for my set (Lil Pump)

[Chorus: Lil Pump]
Gang shit, gang shit, gang shit (gang)
Gang shit, gang shit, gang shit (gang)
Gang shit, gang shit, gang shit (gang)
Gang shit, gang shit, gang shit
Gang shit, gang shit, gang shit (pew)
Gang shit

[Verse 2: Ugly God]
I'm disrespectful on some gang shit (gang)
With your bitch, watch me lane switch (gang, gang)
I'm from Houston, Texas, I get stupid, reckless
I'ma wet you up on who you came with (blah)
Lil Pump on the same shit
Gold watch, Johnny Dang shit (Johnny Dang)
Fuck your gang or who you came with (bitch)
I'ma lay that pipe on your main bitch (bitch)
Nigga's salty like a pretzel (pretzel)
Pop a nigga like a vessel (blah)
Stomp a nigga like a pedal (bitch)
All my niggas, disrespectful
She give me face like a freckle (yuh)
Pump the shooter, I'm a fighter (yuh)
Niggas wanna talk beef shit
Bitch, I'm pullin' up just like a diaper (meow)

[Chorus: Lil Pump]
Gang shit, gang shit, gang shit (gang)
Gang shit, gang shit, gang shit (gang)
Gang shit, gang shit, gang shit (gang)
Gang shit, gang shit, gang shit
Gang shit, gang shit, gang shit (pew)
Gang shit, gang shit (pew)"
0,Get,"[Intro]
Ayy, woah, ayy, shit
Ayo Lil Pump for real, though

[Chorus]
I get soo much money, my chain is soo icy
I get soo much money, my chain is soo icy
I get soo much money, my chain is soo icy
I get soo much money, my chain is soo icy
I'm fuckin' your mama, I fuckin' your wifey
I'm fuckin' your mama, I fuckin' your wifey
I get soo much money, my chain is soo icy
I get soo much money, my chain is soo icy

[Verse]
I get so much money I swim in the sea
I'm off of the perc and you know where I be
I get soo much money, shout out to the Heat
I'm draggin' your bitch right across of the street
That bitch a lil' stank, I was smelling her feet
Your breath a lil' stank, so please don't talk to me
Shout out to the plug cause he movin' keys
And Flacko got out so we finna smoke trees

[Chorus]
I get soo much money, my chain is soo icy
I get soo much money, my chain is soo icy
I get soo much money, my chain is soo icy
I get soo much money, my chain is soo icy
I'm fuckin' your mama, I fuckin' your wifey
I'm fuckin' your mama, I fuckin' your wifey
I get soo much money, my chain is soo icy
I get soo much money, my chain is soo icy"
0,Gucci Gang,"[Intro]
Yuh, ooh, brr, brr
Gucci gang, ooh
(That's it right there, Gnealz)
Yuh, Lil Pump, yuh
Gucci gang, ooh
(Ooh, Bi-Bighead on the beat)
Yuh, brr

[Chorus]
Gucci gang, Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Spend three racks on a new chain (Yuh)
My bitch love do cocaine, ooh (Ooh)
I fuck a bitch, I forgot her name (Brr, yuh)
I can't buy a bitch no wedding ring (Ooh)
Rather go and buy Balmains (Brr)
Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Gucci gang, Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Spend three racks on a new chain (Huh?)
My bitch love do cocaine, ooh (Brr)
I fuck a bitch, I forgot her name, yuh (Yuh, yuh)
I can't buy no bitch no wedding ring, ooh (Nope)
Rather go and buy Balmains, ayy (Brr)
Gucci gang, Gucci gang, Gucci gang (Gucci gang)

[Verse]
My lean cost more than your rent, ooh (It do)
Your momma still live in a tent, yuh (Brr)
Still slangin' dope in the 'jects, huh? (Yeah)
Me and my grandma take meds, ooh (Huh?)
None of this shit be new to me (Nope)
Fuckin' my teacher, call it tutoring (Yuh)
Bought some red bottoms, cost hella Gs (Huh?)
Fuck your airline, fuck your company (Fuck it!)
Bitch, your breath smell like some cigarettes (Cigarettes)
I'd rather fuck a bitch from the projects (Yuh)
They kicked me out the plane off a percocet (Brr)
Now Lil Pump flyin' private jet (Yuh)
Everybody scream, ""Fuck WestJet"" (Fuck 'em)
Lil Pump still sell that meth (Yuh)
Hunnid on my wrist, sippin' on Tech (Brr)
Fuck a lil' bitch, make her pussy wet (What?)

[Chorus]
Gucci gang, Gucci gang, Gucci gang, Gucci gang (Gucci gang) Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Spend three racks on a new chain (Huh?)
My bitch love do cocaine, ooh (Yuh)
I fuck a bitch, I forgot her name (Brr)
I can't buy a bitch no wedding ring (Huh?)
Rather go and buy Balmains (Yuh)
Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Gucci gang, Gucci gang, Gucci gang, Gucci gang
Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Spend three racks on a new chain (Huh?)
My bitch love do cocaine, ooh (Brr)
I fuck a bitch, I forgot her name, yuh (Yuh)
I can't buy no bitch no wedding ring, ooh (Nope)
Rather go and buy Balmains, ayy (Huh?)
Gucci gang, Gucci gang, Gucci gang"
0,Gucci Gang (English Remix),"[Intro: 21 Savage, Lil Pump, French Montana & *Gucci Mane*]
21, Gucci gang (Lil Pump)
Savage wear a whole lot of Gucci, mane (Montana)
Savage got a whole lot of shooters, mane (brr)
Savage got shooters on the roof, mane (Gucci gang)
Savage got shooters in the booth, mane
That's it right there, Gnealz
This nigga talkin' crazy 'bout who, mane?
Shot a pussy nigga in his tooth, mane
(Gucci gang, Gucci gang, Gucci gang)
Ooh, Bi-Bighead on the beat
*Lil Pump, Guwop*

[Chorus: Lil Pump]
Gucci gang, Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Spend three racks on a new chain (yuh)
My bitch love do cocaine, ooh (ooh)
I fuck a bitch, I forgot her name (brr, yuh)
I can't buy a bitch no wedding ring (ooh)
Rather go and buy Balmains (brr)
Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Gucci gang, Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Spend three racks on a new chain (huh?)
My bitch love do cocaine, ooh (brr)
I fuck a bitch, I forgot her name, yuh (yuh, yuh)
I can't buy no bitch no wedding ring, ooh (nope)
Rather go and buy Balmains, ayy (brr)
Gucci gang, Gucci gang, Gucci gang (Gucci gang)

[Verse 1: Gucci Mane]
(Lil Pump)
Call me El Gato Guwop or Mustafa the 3rd
Back in the day they was callin' me Ray
Run with the yay, drum on the K
Fuck with Lil Pump, you get shot in the face
Gucci the gang so we watchin' the snakes (Gucci)
Made me eight mil' so I bought her a Wraith (mwah)
Two shows in a day, brick on the plate
L.A. to the A then it's back to the Bay
Gucci gang, eskimo, froze like the North Pole (brr)
Jumpin' out the whip just to pose in my Gucci robe (Wop)
Woke up in the picture, Bam Bam Bigelow
Gucci Mane a jiggalo, diamonds in my Figaro
Oh you know what, bro? I ain't even know
Walkin' out the Gucci store, 'bout to spend a hundred so
Lil' bitty bitch, with a big booty though
She a dancer but a grade A student though
Pump went to Harvard, well fuck it, I'm goin' to Yale (Wop)
Free Meek Mill, free all my niggas in jail (jail)
Gucci to death, I'm really a gang by myself (Gucci gang)
Feelin' myself, tuck in my shirt, show off my belt (it's Gucci)

[Chorus: Lil Pump]
Gucci gang, Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Spend three racks on a new chain (huh?)
My bitch love do cocaine, ooh (brr)
I fuck a bitch, I forgot her name, yuh (yuh, yuh)
I can't buy no bitch no wedding ring, ooh (nope)
Rather go and buy Balmains, ayy (brr)
Gucci gang, Gucci gang, Gucci gang (Gucci gang)

[Verse 2: 21 Savage]
Gucci gang, Louis gang, Fendi gang
Savage wear a whole lot of mothafuckin' anything
Fuck a wedding ring, side bitch, main bitch
Your bitch, his bitch, Savage fuckin' everything
Got a snake on my collar, I ain't rockin' no diamonds
Y'all lil' niggas poppin', that's chump change
Got an FN and a Draco
But I still fucked around and hit him with the lil' pump, mane
I Saint Laurent my garments, lil' bitch, pardon me
You still stay with your mama, lil' bitch, pardon me
I run through the money like it grow on trees
You can't afford new hair, you like to hold on weave
Double cup red, huh, just to match my 'Rari, huh
I don't even drive it, spent a quarter just to park it
Gucci on my daughter, and she still a toddler
She can barely talk but she know that her dad a baller

[Chorus: Lil Pump]
Gucci gang, Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Spend three racks on a new chain (huh?)
My bitch love do cocaine, ooh (brr)
I fuck a bitch, I forgot her name, yuh (yuh, yuh)
I can't buy no bitch no wedding ring, ooh (nope)
Rather go and buy Balmains, ayy (brr)
Gucci gang, Gucci gang, Gucci gang (Gucci gang)

[Verse 3: French Montana]
(Haaan, Montana!)
Got a lil' pump under the Gucci, mane (ayy)
Gucci gang, Gucci gang, Gucci gang (ayy) (Gucci gang)
Was yellin' ""Ha"" way before Juvi', mane (ayy, ayy)
Gucci gang, Gucci gang, Gucci gang (ayy, ayy)
Gucci gang, Gucci gang
Kufi gang, diamonds all blue like Hoover gang
Nipsey, Snoop and them
Gucci gang, boomerang, made the block hot
Came through, went popped down south of Gucci Mane
French had the franchise
With a Franchize Boyz white tee, you ain't like me (haaan)
Nah, you ain't like me
You ride the wave, you ain't like me
Cop some chains, you ain't like me
Made a hook, you ain't like me
Bills ain't bills, a nigga like me
Before the Gucci gang was the Gucci Mane (Mane)
Couldn't see my life through a Gucci frame (frame)
Seven pills, Act' in my system (huh)
They gave Max life in the system (huh)
Servin' raw like sushi gang (huh)
Throw you off a Wyclef like Fugee gang (woo)

[Chorus: Lil Pump]
Gucci gang, Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Spend three racks on a new chain (huh?)
My bitch love do cocaine, ooh (brr)
I fuck a bitch, I forgot her name, yuh (yuh, yuh)
I can't buy no bitch no wedding ring, ooh (nope)
Rather go and buy Balmains, ayy (brr)
Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Gucci gang, Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Gucci gang, Gucci gang, Gucci gang (Gucci gang)
Spend three racks on a new chain (huh?)
My bitch love do cocaine, ooh (brr)
I fuck a bitch, I forgot her name, yuh (yuh, yuh)
I can't buy no bitch no wedding ring, ooh (nope)
Rather go and buy Balmains, ayy (brr)
Gucci gang, Gucci gang, Gucci gang (Gucci gang)"
